query_id,target_gene,exclusion_gene,disease_context,profile,max_exclusion_penalty,DepMap_ID,cell_line,lineage,primary_disease,exclusion_evidence_observed,exclusion_expression_std_mean,exclusion_scaled_within_query,rna_score,protein_score,biological_score,confidence_score,exclusion_penalty,final_score,production_ordinal_rank,score_tie_rank_min,score_tie_rank_max,score_tie_rank_mid,final_score_tie_size,full_comparator_tie_size,p00_final_score,p00_score_tie_rank_mid,realised_score_drop_vs_P00,rank_change_vs_P00_positive_is_down,in_top10_with_ties,in_P00_top10_with_ties,score_clipped_to_zero
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P00_no_penalty,0.0,ACH-000197,TALL1,blood,Leukemia,True,-0.257626594421581,0.037006537656207,0.9441,,0.9441,0.5,0.0,0.8775,8,8,8,8.0,1,1,0.8775,8.0,0.0,0.0,True,True,False
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P00_no_penalty,0.0,ACH-000101,KE37,blood,Leukemia,True,-0.3467709743158204,0.022369047997592897,0.9367,,0.9367,0.5,0.0,0.8712,9,9,9,9.0,1,1,0.8712,9.0,0.0,0.0,True,True,False
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P00_no_penalty,0.0,ACH-000104,LOUCY,blood,Leukemia,True,-0.2722124834564661,0.03461153754332136,0.9192,,0.9192,0.5,0.0,0.8563,10,10,10,10.0,1,1,0.8563,10.0,0.0,0.0,True,True,False
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P15_weak,0.15,ACH-000964,MOLT3,blood,Leukemia,True,-0.3657433353478568,0.01925379004487173,1.0,,1.0,0.5,0.0029,0.9221,1,1,1,1.0,1,1,0.925,1.0,0.0029,0.0,True,True,False
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P15_weak,0.15,ACH-000942,HPBALL,blood,Leukemia,True,-0.3887027004104209,0.015483866813925069,0.9881,,0.9881,0.5,0.0023,0.9126,2,2,2,2.0,1,1,0.9149,2.0,0.0023,0.0,True,True,False
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P15_weak,0.15,ACH-000981,DND41,blood,Leukemia,True,-0.17596187591287216,0.05041586838533468,0.9767,,0.9767,0.5,0.0076,0.8976,3,3,3,3.0,1,1,0.9052,3.0,0.0076,0.0,True,True,False
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P15_weak,0.15,ACH-000937,PF382,blood,Leukemia,True,-0.36014017168299595,0.020173828417422268,0.9697,,0.9697,0.5,0.003,0.8962,4,4,4,4.0,1,1,0.8992,4.0,0.003,0.0,True,True,False
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P15_weak,0.15,ACH-000918,MOLT16,blood,Leukemia,True,-0.3657433353478568,0.01925379004487173,0.9616,,0.9616,0.5,0.0029,0.8895,5,5,5,5.0,1,1,0.8924,5.0,0.0029,0.0,True,True,False
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P15_weak,0.15,ACH-000197,TALL1,blood,Leukemia,True,-0.257626594421581,0.037006537656207,0.9441,,0.9441,0.5,0.0056,0.872,6,6,6,6.0,1,1,0.8775,8.0,0.0055,-2.0,True,True,False
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P15_weak,0.15,ACH-000101,KE37,blood,Leukemia,True,-0.3467709743158204,0.022369047997592897,0.9367,,0.9367,0.5,0.0034,0.8678,7,7,7,7.0,1,1,0.8712,9.0,0.0034,-2.0,True,True,False
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P15_weak,0.15,ACH-000104,LOUCY,blood,Leukemia,True,-0.2722124834564661,0.03461153754332136,0.9192,,0.9192,0.5,0.0052,0.8511,8,8,8,8.0,1,1,0.8563,10.0,0.0052,-2.0,True,True,False
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P15_weak,0.15,ACH-000372,P12ICHIKAWA,blood,Leukemia,True,-0.3887027004104209,0.015483866813925069,0.9146,,0.9146,0.5,0.0023,0.8501,9,9,9,9.0,1,1,0.8524,11.0,0.0023,-2.0,True,False,False
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P15_weak,0.15,ACH-000636,RPMI8402,blood,Leukemia,True,-0.39458463292776547,0.014518054650584629,0.9134,,0.9134,0.5,0.0022,0.8493,10,10,10,10.0,1,1,0.8514,12.0,0.0021,-2.0,True,False,False
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P30_team_baseline,0.3,ACH-000964,MOLT3,blood,Leukemia,True,-0.3657433353478568,0.01925379004487173,1.0,,1.0,0.5,0.0058,0.9192,1,1,1,1.0,1,1,0.925,1.0,0.0058,0.0,True,True,False
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P30_team_baseline,0.3,ACH-000942,HPBALL,blood,Leukemia,True,-0.3887027004104209,0.015483866813925069,0.9881,,0.9881,0.5,0.0046,0.9102,2,2,2,2.0,1,1,0.9149,2.0,0.0047,0.0,True,True,False
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P30_team_baseline,0.3,ACH-000937,PF382,blood,Leukemia,True,-0.36014017168299595,0.020173828417422268,0.9697,,0.9697,0.5,0.0061,0.8932,3,3,3,3.0,1,1,0.8992,4.0,0.006,-1.0,True,True,False
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P30_team_baseline,0.3,ACH-000981,DND41,blood,Leukemia,True,-0.17596187591287216,0.05041586838533468,0.9767,,0.9767,0.5,0.0151,0.8901,4,4,4,4.0,1,1,0.9052,3.0,0.0151,1.0,True,True,False
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P30_team_baseline,0.3,ACH-000918,MOLT16,blood,Leukemia,True,-0.3657433353478568,0.01925379004487173,0.9616,,0.9616,0.5,0.0058,0.8866,5,5,5,5.0,1,1,0.8924,5.0,0.0058,0.0,True,True,False
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P30_team_baseline,0.3,ACH-000197,TALL1,blood,Leukemia,True,-0.257626594421581,0.037006537656207,0.9441,,0.9441,0.5,0.0111,0.8664,6,6,6,6.0,1,1,0.8775,8.0,0.0111,-2.0,True,True,False
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P30_team_baseline,0.3,ACH-000101,KE37,blood,Leukemia,True,-0.3467709743158204,0.022369047997592897,0.9367,,0.9367,0.5,0.0067,0.8645,7,7,7,7.0,1,1,0.8712,9.0,0.0067,-2.0,True,True,False
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P30_team_baseline,0.3,ACH-000372,P12ICHIKAWA,blood,Leukemia,True,-0.3887027004104209,0.015483866813925069,0.9146,,0.9146,0.5,0.0046,0.8478,8,8,8,8.0,1,1,0.8524,11.0,0.0046,-3.0,True,False,False
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P30_team_baseline,0.3,ACH-000636,RPMI8402,blood,Leukemia,True,-0.39458463292776547,0.014518054650584629,0.9134,,0.9134,0.5,0.0044,0.8471,9,9,9,9.0,1,1,0.8514,12.0,0.0043,-3.0,True,False,False
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P30_team_baseline,0.3,ACH-000104,LOUCY,blood,Leukemia,True,-0.2722124834564661,0.03461153754332136,0.9192,,0.9192,0.5,0.0104,0.8459,10,10,10,10.0,1,1,0.8563,10.0,0.0104,0.0,True,True,False
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P45_stress,0.45,ACH-000964,MOLT3,blood,Leukemia,True,-0.3657433353478568,0.01925379004487173,1.0,,1.0,0.5,0.0087,0.9163,1,1,1,1.0,1,1,0.925,1.0,0.0087,0.0,True,True,False
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P45_stress,0.45,ACH-000942,HPBALL,blood,Leukemia,True,-0.3887027004104209,0.015483866813925069,0.9881,,0.9881,0.5,0.007,0.9079,2,2,2,2.0,1,1,0.9149,2.0,0.007,0.0,True,True,False
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P45_stress,0.45,ACH-000937,PF382,blood,Leukemia,True,-0.36014017168299595,0.020173828417422268,0.9697,,0.9697,0.5,0.0091,0.8902,3,3,3,3.0,1,1,0.8992,4.0,0.009,-1.0,True,True,False
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P45_stress,0.45,ACH-000918,MOLT16,blood,Leukemia,True,-0.3657433353478568,0.01925379004487173,0.9616,,0.9616,0.5,0.0087,0.8837,4,4,4,4.0,1,1,0.8924,5.0,0.0087,-1.0,True,True,False
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P45_stress,0.45,ACH-000981,DND41,blood,Leukemia,True,-0.17596187591287216,0.05041586838533468,0.9767,,0.9767,0.5,0.0227,0.8825,5,5,5,5.0,1,1,0.9052,3.0,0.0227,2.0,True,True,False
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P45_stress,0.45,ACH-000101,KE37,blood,Leukemia,True,-0.3467709743158204,0.022369047997592897,0.9367,,0.9367,0.5,0.0101,0.8611,6,6,6,6.0,1,1,0.8712,9.0,0.0101,-3.0,True,True,False
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P45_stress,0.45,ACH-000197,TALL1,blood,Leukemia,True,-0.257626594421581,0.037006537656207,0.9441,,0.9441,0.5,0.0167,0.8609,7,7,7,7.0,1,1,0.8775,8.0,0.0166,-1.0,True,True,False
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P45_stress,0.45,ACH-000372,P12ICHIKAWA,blood,Leukemia,True,-0.3887027004104209,0.015483866813925069,0.9146,,0.9146,0.5,0.007,0.8454,8,8,8,8.0,1,1,0.8524,11.0,0.007,-3.0,True,False,False
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P45_stress,0.45,ACH-000636,RPMI8402,blood,Leukemia,True,-0.39458463292776547,0.014518054650584629,0.9134,,0.9134,0.5,0.0065,0.8449,9,9,9,9.0,1,1,0.8514,12.0,0.0065,-3.0,True,False,False
Q03_CD3E_CD86_BLOOD,CD3E,CD86,blood,P45_stress,0.45,ACH-000104,LOUCY,blood,Leukemia,True,-0.2722124834564661,0.03461153754332136,0.9192,,0.9192,0.5,0.0156,0.8407,10,10,10,10.0,1,1,0.8563,10.0,0.0156,0.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P00_no_penalty,0.0,ACH-000734,JHH5,liver,Liver Cancer,True,8.361209629807044,0.7903612650156289,1.0,0.7204,0.9013,0.8426,0.0,0.8925,1,1,1,1.0,1,1,0.8925,1.0,0.0,0.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P00_no_penalty,0.0,ACH-000625,HEP3B217,liver,Liver Cancer,True,5.675079123928193,0.5476105981438969,0.9914,0.5023,0.8188,0.8777,0.0,0.8276,2,2,2,2.0,1,1,0.8276,2.0,0.0,0.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P00_no_penalty,0.0,ACH-000475,HUH1,liver,Liver Cancer,True,2.9405843613567186,0.30048916241369183,0.8821,0.6319,0.7938,0.9374,0.0,0.8153,3,3,3,3.0,1,1,0.8153,3.0,0.0,0.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P00_no_penalty,0.0,ACH-000671,HUH6,liver,Liver Cancer,True,3.261650107697268,0.3295044778882237,0.7008,1.0,0.8064,0.8377,0.0,0.8111,4,4,4,4.0,1,1,0.8111,4.0,0.0,0.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P00_no_penalty,0.0,ACH-000480,HUH7,liver,Liver Cancer,True,10.680943736049146,1.0,0.8342,0.4874,0.7118,0.9133,0.0,0.742,5,5,5,5.0,1,1,0.742,5.0,0.0,0.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P00_no_penalty,0.0,ACH-000739,HEPG2,liver,Liver Cancer,True,7.107554777604577,0.6770661176901038,0.692,0.5412,0.6388,0.9623,0.0,0.6873,6,6,6,6.0,1,1,0.6873,6.0,0.0,0.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P00_no_penalty,0.0,ACH-000848,JHH7,liver,Liver Cancer,True,10.43259709142685,0.9775564465443964,0.7142,0.3916,0.6003,0.8319,0.0,0.6351,7,7,7,7.0,1,1,0.6351,7.0,0.0,0.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P00_no_penalty,0.0,ACH-001318,PLCPRF5,liver,Liver Cancer,True,3.8127077557216102,0.3793045941707013,0.6001,,0.6001,0.5,0.0,0.5851,8,8,8,8.0,1,1,0.5851,8.0,0.0,0.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P00_no_penalty,0.0,ACH-000537,SNU761,liver,Liver Cancer,True,-0.3844450453468169,0.0,0.432,,0.432,0.5875,0.0,0.4553,9,9,9,9.0,1,1,0.4553,9.0,0.0,0.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P00_no_penalty,0.0,ACH-000620,JHH1,liver,Liver Cancer,True,-0.021670877848767027,0.03278458395496916,0.2137,,0.2137,0.5,0.0,0.2567,10,10,10,10.0,1,1,0.2567,10.0,0.0,0.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P15_weak,0.15,ACH-000734,JHH5,liver,Liver Cancer,True,8.361209629807044,0.7903612650156289,1.0,0.7204,0.9013,0.8426,0.1186,0.774,1,1,1,1.0,1,1,0.8925,1.0,0.1185,0.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P15_weak,0.15,ACH-000475,HUH1,liver,Liver Cancer,True,2.9405843613567186,0.30048916241369183,0.8821,0.6319,0.7938,0.9374,0.0451,0.7703,2,2,2,2.0,1,1,0.8153,3.0,0.045,-1.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P15_weak,0.15,ACH-000671,HUH6,liver,Liver Cancer,True,3.261650107697268,0.3295044778882237,0.7008,1.0,0.8064,0.8377,0.0494,0.7617,3,3,3,3.0,1,1,0.8111,4.0,0.0494,-1.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P15_weak,0.15,ACH-000625,HEP3B217,liver,Liver Cancer,True,5.675079123928193,0.5476105981438969,0.9914,0.5023,0.8188,0.8777,0.0821,0.7455,4,4,4,4.0,1,1,0.8276,2.0,0.0821,2.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P15_weak,0.15,ACH-000480,HUH7,liver,Liver Cancer,True,10.680943736049146,1.0,0.8342,0.4874,0.7118,0.9133,0.15,0.592,5,5,5,5.0,1,1,0.742,5.0,0.15,0.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P15_weak,0.15,ACH-000739,HEPG2,liver,Liver Cancer,True,7.107554777604577,0.6770661176901038,0.692,0.5412,0.6388,0.9623,0.1016,0.5858,6,6,6,6.0,1,1,0.6873,6.0,0.1015,0.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P15_weak,0.15,ACH-001318,PLCPRF5,liver,Liver Cancer,True,3.8127077557216102,0.3793045941707013,0.6001,,0.6001,0.5,0.0569,0.5282,7,7,7,7.0,1,1,0.5851,8.0,0.0569,-1.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P15_weak,0.15,ACH-000848,JHH7,liver,Liver Cancer,True,10.43259709142685,0.9775564465443964,0.7142,0.3916,0.6003,0.8319,0.1466,0.4884,8,8,8,8.0,1,1,0.6351,7.0,0.1467,1.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P15_weak,0.15,ACH-000537,SNU761,liver,Liver Cancer,True,-0.3844450453468169,0.0,0.432,,0.432,0.5875,0.0,0.4553,9,9,9,9.0,1,1,0.4553,9.0,0.0,0.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P15_weak,0.15,ACH-000620,JHH1,liver,Liver Cancer,True,-0.021670877848767027,0.03278458395496916,0.2137,,0.2137,0.5,0.0049,0.2517,10,10,10,10.0,1,1,0.2567,10.0,0.005,0.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P30_team_baseline,0.3,ACH-000475,HUH1,liver,Liver Cancer,True,2.9405843613567186,0.30048916241369183,0.8821,0.6319,0.7938,0.9374,0.0901,0.7252,1,1,1,1.0,1,1,0.8153,3.0,0.0901,-2.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P30_team_baseline,0.3,ACH-000671,HUH6,liver,Liver Cancer,True,3.261650107697268,0.3295044778882237,0.7008,1.0,0.8064,0.8377,0.0989,0.7122,2,2,2,2.0,1,1,0.8111,4.0,0.0989,-2.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P30_team_baseline,0.3,ACH-000625,HEP3B217,liver,Liver Cancer,True,5.675079123928193,0.5476105981438969,0.9914,0.5023,0.8188,0.8777,0.1643,0.6633,3,3,3,3.0,1,1,0.8276,2.0,0.1643,1.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P30_team_baseline,0.3,ACH-000734,JHH5,liver,Liver Cancer,True,8.361209629807044,0.7903612650156289,1.0,0.7204,0.9013,0.8426,0.2371,0.6554,4,4,4,4.0,1,1,0.8925,1.0,0.2371,3.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P30_team_baseline,0.3,ACH-000739,HEPG2,liver,Liver Cancer,True,7.107554777604577,0.6770661176901038,0.692,0.5412,0.6388,0.9623,0.2031,0.4842,5,5,5,5.0,1,1,0.6873,6.0,0.2031,-1.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P30_team_baseline,0.3,ACH-001318,PLCPRF5,liver,Liver Cancer,True,3.8127077557216102,0.3793045941707013,0.6001,,0.6001,0.5,0.1138,0.4713,6,6,6,6.0,1,1,0.5851,8.0,0.1138,-2.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P30_team_baseline,0.3,ACH-000537,SNU761,liver,Liver Cancer,True,-0.3844450453468169,0.0,0.432,,0.432,0.5875,0.0,0.4553,7,7,7,7.0,1,1,0.4553,9.0,0.0,-2.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P30_team_baseline,0.3,ACH-000480,HUH7,liver,Liver Cancer,True,10.680943736049146,1.0,0.8342,0.4874,0.7118,0.9133,0.3,0.442,8,8,8,8.0,1,1,0.742,5.0,0.3,3.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P30_team_baseline,0.3,ACH-000848,JHH7,liver,Liver Cancer,True,10.43259709142685,0.9775564465443964,0.7142,0.3916,0.6003,0.8319,0.2933,0.3418,9,9,9,9.0,1,1,0.6351,7.0,0.2933,2.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P30_team_baseline,0.3,ACH-000620,JHH1,liver,Liver Cancer,True,-0.021670877848767027,0.03278458395496916,0.2137,,0.2137,0.5,0.0098,0.2468,10,10,10,10.0,1,1,0.2567,10.0,0.0099,0.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P45_stress,0.45,ACH-000475,HUH1,liver,Liver Cancer,True,2.9405843613567186,0.30048916241369183,0.8821,0.6319,0.7938,0.9374,0.1352,0.6801,1,1,1,1.0,1,1,0.8153,3.0,0.1352,-2.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P45_stress,0.45,ACH-000671,HUH6,liver,Liver Cancer,True,3.261650107697268,0.3295044778882237,0.7008,1.0,0.8064,0.8377,0.1483,0.6628,2,2,2,2.0,1,1,0.8111,4.0,0.1483,-2.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P45_stress,0.45,ACH-000625,HEP3B217,liver,Liver Cancer,True,5.675079123928193,0.5476105981438969,0.9914,0.5023,0.8188,0.8777,0.2464,0.5812,3,3,3,3.0,1,1,0.8276,2.0,0.2464,1.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P45_stress,0.45,ACH-000734,JHH5,liver,Liver Cancer,True,8.361209629807044,0.7903612650156289,1.0,0.7204,0.9013,0.8426,0.3557,0.5369,4,4,4,4.0,1,1,0.8925,1.0,0.3556,3.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P45_stress,0.45,ACH-000537,SNU761,liver,Liver Cancer,True,-0.3844450453468169,0.0,0.432,,0.432,0.5875,0.0,0.4553,5,5,5,5.0,1,1,0.4553,9.0,0.0,-4.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P45_stress,0.45,ACH-001318,PLCPRF5,liver,Liver Cancer,True,3.8127077557216102,0.3793045941707013,0.6001,,0.6001,0.5,0.1707,0.4144,6,6,6,6.0,1,1,0.5851,8.0,0.1707,-2.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P45_stress,0.45,ACH-000739,HEPG2,liver,Liver Cancer,True,7.107554777604577,0.6770661176901038,0.692,0.5412,0.6388,0.9623,0.3047,0.3826,7,7,7,7.0,1,1,0.6873,6.0,0.3047,1.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P45_stress,0.45,ACH-000480,HUH7,liver,Liver Cancer,True,10.680943736049146,1.0,0.8342,0.4874,0.7118,0.9133,0.45,0.292,8,8,8,8.0,1,1,0.742,5.0,0.45,3.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P45_stress,0.45,ACH-000620,JHH1,liver,Liver Cancer,True,-0.021670877848767027,0.03278458395496916,0.2137,,0.2137,0.5,0.0148,0.2419,9,9,9,9.0,1,1,0.2567,10.0,0.0148,-1.0,True,True,False
Q04_ASGR1_AFP_LIVER,ASGR1,AFP,liver,P45_stress,0.45,ACH-000483,SNU182,liver,Liver Cancer,True,-0.2583808084130146,0.011392662239373985,0.1811,,0.1811,0.5,0.0051,0.2238,10,10,10,10.0,1,1,0.2289,11.0,0.0051,-1.0,True,False,False
Q05_MSLN_MUC1_LUNG,MSLN,MUC1,lung,P00_no_penalty,0.0,ACH-002172,NCIH322M,lung,Lung Cancer,True,0.2765508631201727,0.39098823639971203,1.0,,1.0,0.4125,0.0,0.9119,1,1,1,1.0,1,1,0.9119,1.0,0.0,0.0,True,True,False
Q05_MSLN_MUC1_LUNG,MSLN,MUC1,lung,P00_no_penalty,0.0,ACH-001562,MERO95,lung,Lung Cancer,True,0.5773588687449387,0.4655787049216618,0.9888,,0.9888,0.4125,0.0,0.9023,2,2,2,2.0,1,1,0.9023,2.0,0.0,0.0,True,True,False
Q05_MSLN_MUC1_LUNG,MSLN,MUC1,lung,P00_no_penalty,0.0,ACH-000628,NCIH596,lung,Lung Cancer,True,1.9496008399868483,0.8058494744705919,0.9349,,0.9349,0.5875,0.0,0.8828,3,3,3,3.0,1,1,0.8828,3.0,0.0,0.0,True,True,False
Q05_MSLN_MUC1_LUNG,MSLN,MUC1,lung,P00_no_penalty,0.0,ACH-000482,RERFLCKJ,lung,Lung Cancer,True,2.245725273852091,0.8792785716015993,0.9252,,0.9252,0.5875,0.0,0.8746,4,4,4,4.0,1,1,0.8746,4.0,0.0,0.0,True,True,False
Q05_MSLN_MUC1_LUNG,MSLN,MUC1,lung,P00_no_penalty,0.0,ACH-000894,NCIH1869,lung,Lung Cancer,True,2.7325699449243714,1.0,0.91,,0.91,0.5875,0.0,0.8617,5,5,5,5.0,1,1,0.8617,5.0,0.0,0.0,True,True,False
Q05_MSLN_MUC1_LUNG,MSLN,MUC1,lung,P00_no_penalty,0.0,ACH-002130,H2795,lung,Lung Cancer,True,0.06742091667674294,0.33913090416286884,0.9296,,0.9296,0.4125,0.0,0.852,6,6,6,6.0,1,1,0.852,6.0,0.0,0.0,True,True,False
Q05_MSLN_MUC1_LUNG,MSLN,MUC1,lung,P00_no_penalty,0.0,ACH-000153,NCIH2052,lung,Lung Cancer,True,-0.9800565854947956,0.07939101628687933,0.784,0.8966,0.8237,0.8844,0.0,0.8328,7,7,7,7.0,1,1,0.8328,7.0,0.0,0.0,True,True,False
Q05_MSLN_MUC1_LUNG,MSLN,MUC1,lung,P00_no_penalty,0.0,ACH-000379,NCIH1781,lung,Lung Cancer,True,2.3199152234640272,0.8976752332518787,0.8742,,0.8742,0.5875,0.0,0.8312,8,8,8,8.0,1,1,0.8312,8.0,0.0,0.0,True,True,False
Q05_MSLN_MUC1_LUNG,MSLN,MUC1,lung,P00_no_penalty,0.0,ACH-000528,ABC1,lung,Lung Cancer,True,1.330295789103636,0.6522822387600754,0.756,0.8781,0.7991,0.9695,0.0,0.8247,9,9,9,9.0,1,1,0.8247,9.0,0.0,0.0,True,True,False
Q05_MSLN_MUC1_LUNG,MSLN,MUC1,lung,P00_no_penalty,0.0,ACH-000929,NCIH2110,lung,Lung Cancer,True,2.3949959079270986,0.9162927677799827,0.7422,0.93,0.8085,0.8655,0.0,0.817,10,10,10,10.0,1,1,0.817,10.0,0.0,0.0,True,True,False
Q05_MSLN_MUC1_LUNG,MSLN,MUC1,lung,P15_weak,0.15,ACH-002172,NCIH322M,lung,Lung Cancer,True,0.2765508631201727,0.39098823639971203,1.0,,1.0,0.4125,0.0586,0.8532,1,1,1,1.0,1,1,0.9119,1.0,0.0587,0.0,True,True,False
Q05_MSLN_MUC1_LUNG,MSLN,MUC1,lung,P15_weak,0.15,ACH-001562,MERO95,lung,Lung Cancer,True,0.5773588687449387,0.4655787049216618,0.9888,,0.9888,0.4125,0.0698,0.8325,2,2,2,2.0,1,1,0.9023,2.0,0.0698,0.0,True,True,False
Q05_MSLN_MUC1_LUNG,MSLN,MUC1,lung,P15_weak,0.15,ACH-000153,NCIH2052,lung,Lung Cancer,True,-0.9800565854947956,0.07939101628687933,0.784,0.8966,0.8237,0.8844,0.0119,0.8209,3,3,3,3.0,1,1,0.8328,7.0,0.0119,-4.0,True,True,False
Q05_MSLN_MUC1_LUNG,MSLN,MUC1,lung,P15_weak,0.15,ACH-002130,H2795,lung,Lung Cancer,True,0.06742091667674294,0.33913090416286884,0.9296,,0.9296,0.4125,0.0509,0.8011,4,4,4,4.0,1,1,0.852,6.0,0.0509,-2.0,True,True,False
Q05_MSLN_MUC1_LUNG,MSLN,MUC1,lung,P15_weak,0.15,ACH-000628,NCIH596,lung,Lung Cancer,True,1.9496008399868483,0.8058494744705919,0.9349,,0.9349,0.5875,0.1209,0.7619,5,5,5,5.0,1,1,0.8828,3.0,0.1209,2.0,True,True,False
Q05_MSLN_MUC1_LUNG,MSLN,MUC1,lung,P15_weak,0.15,ACH-000791,RERFLCAD1,lung,Lung Cancer,True,0.19588064808987873,0.37098468256350836,0.8489,,0.8489,0.5875,0.0556,0.7541,6,6,6,6.0,1,1,0.8097,11.0,0.0556,-5.0,True,False,False
Q05_MSLN_MUC1_LUNG,MSLN,MUC1,lung,P15_weak,0.15,ACH-000482,RERFLCKJ,lung,Lung Cancer,True,2.245725273852091,0.8792785716015993,0.9252,,0.9252,0.5875,0.1319,0.7427,7,7,7,7.0,1,1,0.8746,4.0,0.1319,3.0,True,True,False
Q05_MSLN_MUC1_LUNG,MSLN,MUC1,lung,P15_weak,0.15,ACH-000892,NCIH1563,lung,Lung Cancer,True,-0.010103357446125946,0.3199074399580559,0.8354,,0.8354,0.5,0.048,0.7371,8,8,8,8.0,1,1,0.7851,17.0,0.048,-9.0,True,False,False
